Fecha,Categoria,Producto,Cantidad,Precio_Unitario,Total_Venta,Distancia_KM,Nivel_Trafico,Llega_Tarde,ID_Cliente,Edad_Cliente,Gasto_Hist_Cliente
2024-01-29,Abarrotes,Conservas,7,6.09,42.63,13.2,Medio,1,1058,33,68.70513301194259
2024-01-29,Carnes,Pollo,5,19.37,96.85,4.5,Bajo,0,1098,60,81.09289300075542
2024-01-29,Carnes,Pollo,5,18.84,94.2,9.4,Bajo,0,1013,26,53.253590847921
2024-01-29,Verduras,Tomate,6,3.74,22.44,12.7,Alto,1,1034,37,39.615896980284745
2024-01-30,Carnes,Pollo,3,19.23,57.69,7.3,Medio,0,1004,37,66.82398656883647
2024-01-31,Abarrotes,Conservas,6,6.11,36.66,6.2,Medio,0,1021,27,57.17536024759044
2024-02-01,Verduras,Tomate,4,3.28,13.12,6.1,Medio,0,1093,31,63.404285936737175
2024-02-02,Carnes,Cerdo,5,22.35,111.75,8.6,Medio,0,1034,47,68.29933998084618
2024-02-02,Carnes,Pollo,3,17.99,53.97,1.6,Bajo,0,1030,55,70.98419948564094
2024-02-02,Lacteos,Leche,4,5.52,22.08,6.9,Bajo,0,1055,50,25.316025780777032
2024-02-03,Abarrotes,Aceite,4,10.95,43.8,12.1,Medio,0,1045,50,45.27488319764432
2024-02-03,Carnes,Pollo,4,17.99,71.96,3.1,Medio,0,1075,56,107.18722712271865
2024-02-03,Verduras,Tomate,5,3.28,16.4,5.8,Bajo,1,1094,62,119.76706275200752
2024-02-03,Lacteos,Yogurt,3,7.62,22.86,4.3,Medio,0,1093,54,98.09060007530697
2024-02-03,Abarrotes,Conservas,5,5.95,29.75,7.5,Bajo,1,1039,52,93.68507026151795
2024-02-03,Verduras,Papa,9,2.7,24.3,1.3,Bajo,0,1057,48,75.35738348526738
2024-02-04,Abarrotes,Azucar,9,4.15,37.35,1.5,Bajo,0,1092,24,34.81872794431999
2024-02-04,Abarrotes,Aceite,8,13.14,105.12,5.9,Medio,0,1070,61,65.6381804403448
2024-02-04,Carnes,Cerdo,4,19.95,79.8,1.4,Alto,1,1068,50,66.31146357089727
2024-02-04,Abarrotes,Conservas,6,6.48,38.88,0.8,Medio,0,1015,24,43.60687079381549
2024-02-04,Abarrotes,Aceite,8,11.42,91.36,11.1,Alto,1,1003,40,31.885857965584407
2024-02-04,Lacteos,Mantequilla,8,8.23,65.84,5.0,Alto,0,1061,58,52.20351602975042
2024-02-05,Carnes,Pescado,5,23.63,118.15,4.1,Alto,0,1081,41,26.886132312153048
2024-02-05,Carnes,Pescado,2,24.52,49.04,8.4,Medio,0,1098,23,33.568823095396446
2024-02-05,Verduras,Tomate,2,3.49,6.98,2.9,Alto,0,1066,27,47.73773366003643
2024-02-05,Carnes,Pollo,3,18.54,55.62,8.4,Bajo,0,1060,27,78.68370907841171
2024-02-05,Abarrotes,Fideos,3,2.64,7.92,3.4,Bajo,0,1068,63,125.4107680316164
2024-02-05,Verduras,Cebolla,8,2.31,18.48,10.1,Bajo,1,1040,45,66.32074857859942
2024-02-06,Abarrotes,Arroz,2,4.11,8.22,7.2,Alto,0,1099,23,42.31596007501189
2024-02-06,Lacteos,Leche,7,5.85,40.95,6.0,Medio,0,1012,27,25.64216626605598
2024-02-06,Verduras,Zanahoria,9,2.84,25.56,9.7,Medio,0,1048,63,103.302886724614
2024-02-07,Abarrotes,Arroz,4,4.55,18.2,2.9,Medio,0,1027,60,148.3521472715222
2024-02-07,Lacteos,Leche,1,5.61,5.61,1.0,Bajo,0,1048,60,81.31619948172823
2024-02-07,Abarrotes,Fideos,6,2.73,16.38,12.9,Bajo,0,1016,18,45.06565875650598
2024-02-07,Lacteos,Leche,7,5.08,35.56,11.0,Bajo,0,1095,44,61.21165986050174
2024-02-07,Lacteos,Queso,3,15.08,45.24,10.9,Alto,1,1005,52,68.74119440975822
2024-02-08,Verduras,Zanahoria,9,2.98,26.82,8.3,Medio,0,1011,19,69.2982138626283
2024-02-08,Abarrotes,Azucar,9,3.69,33.21,7.7,Alto,1,1090,38,26.77659250467041
2024-02-08,Verduras,Lechuga,1,1.9,1.9,2.6,Bajo,0,1058,28,59.06885509290045
2024-02-08,Lacteos,Yogurt,6,7.33,43.98,12.2,Alto,1,1033,37,64.35768410988639
2024-02-08,Lacteos,Queso,2,14.48,28.96,10.5,Bajo,1,1073,37,33.63077342141089
2024-02-08,Abarrotes,Fideos,8,2.29,18.32,1.6,Bajo,0,1047,55,86.03778199303476
2024-02-08,Verduras,Cebolla,5,2.27,11.35,4.9,Medio,0,1076,34,65.96388659211816
2024-02-08,Verduras,Cebolla,3,2.28,6.84,13.5,Medio,0,1091,40,30.14486422135955
2024-02-08,Verduras,Tomate,2,3.46,6.92,7.2,Alto,0,1035,36,78.60801971063955
2024-02-08,Verduras,Papa,4,2.71,10.84,6.6,Bajo,0,1022,36,78.36657937352516
2024-02-09,Carnes,Pescado,3,26.27,78.81,12.2,Bajo,0,1063,26,38.285065723168
2024-02-09,Verduras,Zanahoria,7,2.82,19.74,9.7,Medio,0,1053,53,59.65344701954408
2024-02-10,Carnes,Cerdo,9,19.85,178.65,7.3,Bajo,0,1099,58,79.99191115069847
2024-02-10,Verduras,Papa,9,2.73,24.57,13.6,Alto,1,1086,58,148.90283583501738
2024-02-10,Carnes,Pescado,7,25.16,176.12,12.7,Bajo,0,1011,63,135.56960938375394
2024-02-10,Lacteos,Yogurt,5,6.39,31.95,12.6,Medio,1,1073,26,60.152015776284706
2024-02-11,Carnes,Pollo,1,16.43,16.43,14.4,Bajo,0,1040,29,74.64059476610836
2024-02-11,Verduras,Lechuga,9,1.94,17.46,2.9,Bajo,0,1038,37,67.32813583432157
2024-02-11,Lacteos,Leche,3,5.21,15.63,7.9,Bajo,0,1045,20,59.13345557272835
2024-02-11,Carnes,Res,2,26.72,53.44,7.4,Alto,1,1038,23,73.4888009374104
2024-02-11,Abarrotes,Fideos,2,2.43,4.86,7.4,Bajo,0,1065,46,48.37828076573061
2024-02-11,Abarrotes,Aceite,3,11.27,33.81,9.4,Bajo,0,1013,55,135.41359976505044
2024-02-11,Carnes,Pescado,1,23.6,23.6,1.0,Bajo,0,1085,59,79.34888232081217
2024-02-12,Carnes,Pollo,9,17.63,158.67,1.8,Medio,0,1051,56,107.47795542644153
2024-02-12,Lacteos,Queso,7,14.98,104.86,10.7,Alto,1,1046,62,89.45760755976464
2024-02-13,Lacteos,Mantequilla,3,8.35,25.05,13.7,Medio,0,1033,62,121.84292298187353
2024-02-13,Lacteos,Mantequilla,5,7.65,38.25,9.7,Bajo,0,1087,64,137.15977272882304
2024-02-13,Lacteos,Queso,2,13.84,27.68,6.1,Medio,0,1019,64,91.89477901874754
2024-02-13,Abarrotes,Fideos,4,2.7,10.8,6.4,Bajo,0,1002,46,60.72019740035389
2024-02-13,Lacteos,Leche,2,5.93,11.86,9.2,Medio,0,1073,56,137.36985934663448
2024-02-14,Verduras,Tomate,4,3.6,14.4,11.2,Medio,0,1094,57,132.0012629119356
2024-02-15,Lacteos,Yogurt,9,6.89,62.01,4.8,Medio,0,1090,54,62.30032951237456
2024-02-15,Lacteos,Queso,1,14.15,14.15,7.3,Alto,1,1021,60,92.99310773901482
2024-02-15,Abarrotes,Conservas,3,5.49,16.47,8.4,Alto,0,1098,49,69.3453424200967
2024-02-15,Lacteos,Mantequilla,9,8.38,75.42,5.1,Medio,0,1057,53,89.29742253452912
2024-02-16,Carnes,Pescado,8,24.37,194.96,2.9,Medio,0,1056,18,40.75264764427145
2024-02-16,Verduras,Cebolla,4,2.42,9.68,8.0,Bajo,1,1095,44,44.577733693713924
2024-02-16,Verduras,Cebolla,1,2.3,2.3,12.8,Medio,0,1056,29,53.58130669027639
2024-02-16,Abarrotes,Fideos,4,2.33,9.32,14.6,Bajo,0,1067,28,28.147342823836226
2024-02-16,Abarrotes,Azucar,6,4.12,24.72,6.5,Bajo,0,1015,47,27.80286695066832
2024-02-16,Verduras,Lechuga,5,2.18,10.9,5.1,Alto,0,1073,46,37.30432626912474
2024-02-16,Carnes,Pollo,4,16.31,65.24,14.6,Medio,0,1049,30,52.50228874460024
2024-02-17,Carnes,Pescado,6,23.73,142.38,12.7,Bajo,0,1051,38,40.546878730082796
2024-02-17,Verduras,Papa,5,3.28,16.4,8.6,Bajo,0,1024,52,65.05214916634135
2024-02-17,Abarrotes,Arroz,2,4.49,8.98,6.3,Alto,0,1086,41,57.23962878947504
2024-02-18,Lacteos,Yogurt,5,7.32,36.6,2.6,Alto,0,1019,44,74.56727665623453
2024-02-18,Carnes,Cerdo,6,22.15,132.9,13.1,Bajo,0,1092,22,67.65263975296432
2024-02-18,Lacteos,Mantequilla,4,8.44,33.76,1.0,Alto,0,1026,61,98.34074359731466
2024-02-18,Carnes,Cerdo,6,22.39,134.34,5.9,Bajo,0,1088,40,43.19243040938167
2024-02-19,Carnes,Cerdo,9,21.39,192.51,11.0,Alto,1,1092,64,126.45277946547176
2024-02-20,Abarrotes,Azucar,4,4.03,16.12,7.4,Alto,1,1045,34,58.41189869357743
2024-02-20,Verduras,Papa,1,3.24,3.24,1.4,Alto,1,1013,64,112.65925110932102
2024-02-20,Verduras,Lechuga,7,1.81,12.67,7.4,Medio,0,1054,27,28.066107764487313
2024-02-20,Abarrotes,Fideos,5,2.43,12.15,12.2,Bajo,1,1057,47,20.531797106808135
2024-02-20,Verduras,Zanahoria,3,2.63,7.89,14.9,Bajo,1,1067,18,40.5069442842057
2024-02-20,Carnes,Cerdo,5,23.06,115.3,2.6,Medio,0,1073,18,70.75528638066393
2024-02-20,Lacteos,Leche,2,5.06,10.12,6.3,Medio,0,1004,47,21.46990689605914
2024-02-20,Verduras,Tomate,3,3.53,10.59,9.7,Medio,0,1045,36,51.354595960204705
2024-02-21,Carnes,Pollo,2,16.48,32.96,7.8,Medio,0,1060,19,24.37411012207421
2024-02-21,Carnes,Cerdo,8,21.1,168.8,3.9,Bajo,0,1078,44,21.32161527342902
2024-02-21,Verduras,Papa,7,2.99,20.93,3.8,Medio,0,1021,36,41.46884504681293
2024-02-22,Abarrotes,Azucar,9,4.0,36.0,3.2,Medio,0,1074,27,69.2859194985556
2024-02-22,Abarrotes,Fideos,6,2.29,13.74,10.4,Bajo,0,1053,41,37.39820713661654
2024-02-22,Lacteos,Queso,4,13.93,55.72,11.7,Bajo,0,1078,51,63.38283629996931
2024-02-22,Verduras,Zanahoria,2,2.92,5.84,4.4,Medio,0,1093,43,62.90232313104103
2024-02-22,Lacteos,Mantequilla,6,8.85,53.1,1.4,Alto,1,1069,61,124.09040561520715
2024-02-22,Verduras,Zanahoria,9,2.72,24.48,4.4,Alto,1,1100,35,73.51232868864409
2024-02-22,Lacteos,Queso,3,16.23,48.69,6.0,Alto,1,1058,40,49.62884242741572
2024-02-22,Lacteos,Mantequilla,1,9.23,9.23,12.7,Medio,1,1085,38,72.53067359315696
2024-02-23,Abarrotes,Aceite,5,13.12,65.6,11.5,Alto,1,1094,26,26.321895335051387
2024-02-23,Verduras,Tomate,3,3.59,10.77,15.0,Bajo,0,1028,58,97.59677310116558
2024-02-23,Abarrotes,Azucar,2,3.9,7.8,11.7,Bajo,0,1013,35,53.124161879202674
2024-02-23,Carnes,Pescado,4,26.75,107.0,3.6,Medio,0,1056,39,32.94444075058725
2024-02-23,Carnes,Pescado,7,25.54,178.78,4.8,Bajo,0,1018,20,38.937640625800995
2024-02-23,Abarrotes,Fideos,5,2.59,12.95,7.3,Medio,1,1099,30,23.485517124820987
2024-02-23,Abarrotes,Arroz,6,4.75,28.5,8.4,Bajo,0,1013,54,141.10687027673836
2024-02-23,Abarrotes,Arroz,2,4.07,8.14,2.3,Medio,0,1017,29,55.70790049434089
2024-02-24,Abarrotes,Azucar,8,3.97,31.76,13.2,Bajo,1,1065,37,47.295133370455225
2024-02-24,Verduras,Cebolla,1,2.51,2.51,14.7,Bajo,1,1059,64,130.71555373648826
2024-02-24,Lacteos,Mantequilla,2,7.96,15.92,6.8,Bajo,0,1055,24,40.88573559009728
2024-02-24,Lacteos,Leche,5,5.66,28.3,14.6,Alto,1,1075,25,66.99190479791756
2024-02-24,Verduras,Cebolla,9,2.4,21.6,3.5,Bajo,0,1029,58,143.73784381643208
2024-02-25,Abarrotes,Aceite,2,11.96,23.92,11.3,Medio,1,1090,57,144.27243190941124
2024-02-25,Lacteos,Queso,5,15.09,75.45,9.9,Medio,0,1022,58,70.49812095268165
2024-02-26,Carnes,Pollo,7,16.71,116.97,9.5,Medio,0,1011,30,68.66742619600825
2024-02-26,Abarrotes,Fideos,8,2.7,21.6,2.9,Medio,0,1047,55,79.05045056714204
2024-02-27,Lacteos,Leche,9,5.93,53.37,10.8,Bajo,1,1005,37,57.855307413749806
2024-02-27,Carnes,Cerdo,8,20.39,163.12,14.4,Medio,1,1061,38,77.73861217926705
2024-02-27,Abarrotes,Fideos,6,2.39,14.34,12.2,Medio,0,1013,48,22.633996558580307
2024-02-27,Lacteos,Yogurt,6,6.92,41.52,3.5,Bajo,0,1075,30,51.633959645234754
2024-02-27,Abarrotes,Azucar,6,3.5,21.0,9.7,Medio,0,1059,43,51.352383003923194
2024-02-27,Verduras,Tomate,5,3.46,17.3,9.1,Bajo,0,1026,23,31.406458987023658
2024-02-28,Carnes,Pollo,3,18.84,56.52,5.6,Medio,0,1080,19,78.02316088556209
2024-02-28,Carnes,Pescado,8,23.31,186.48,7.4,Medio,0,1065,60,116.66004790466192
2024-02-28,Lacteos,Mantequilla,4,8.61,34.44,11.7,Medio,1,1074,53,85.70293439700121
2024-02-29,Abarrotes,Fideos,5,2.36,11.8,5.2,Alto,0,1091,39,45.72212125918602
2024-02-29,Abarrotes,Arroz,9,4.41,39.69,13.5,Bajo,0,1054,44,77.29081958230809
2024-02-29,Verduras,Tomate,1,3.18,3.18,11.5,Bajo,1,1094,52,55.770292841589885
2024-03-01,Verduras,Zanahoria,7,2.84,19.88,5.7,Medio,0,1084,44,44.936233754440124
2024-03-01,Verduras,Cebolla,1,2.37,2.37,3.3,Alto,1,1010,28,65.10633038234559
2024-03-01,Carnes,Pollo,5,16.33,81.65,3.0,Alto,1,1093,21,54.897337579351614
2024-03-02,Lacteos,Leche,8,5.59,44.72,8.0,Medio,0,1060,24,73.64565815199504
2024-03-02,Abarrotes,Aceite,7,12.83,89.81,6.3,Medio,0,1084,32,52.670346142953676
2024-03-02,Lacteos,Yogurt,8,6.56,52.48,5.3,Alto,1,1091,21,37.71450814937853
2024-03-02,Lacteos,Leche,3,5.51,16.53,6.4,Alto,0,1061,53,119.36180574737952
2024-03-02,Lacteos,Queso,8,14.56,116.48,12.5,Medio,0,1053,40,75.86059825311798
2024-03-03,Carnes,Cerdo,5,23.17,115.85,0.5,Medio,0,1057,27,32.03361506437898
2024-03-03,Abarrotes,Arroz,7,4.32,30.24,4.9,Bajo,1,1047,21,78.01072998795712
2024-03-03,Carnes,Cerdo,6,23.02,138.12,9.8,Medio,0,1058,47,39.517708041381866
2024-03-03,Carnes,Cerdo,9,20.91,188.19,4.4,Bajo,0,1047,53,148.4858402762476
2024-03-03,Abarrotes,Aceite,8,12.63,101.04,8.4,Bajo,0,1031,59,120.93208284726096
2024-03-03,Verduras,Tomate,2,3.7,7.4,9.0,Alto,1,1017,21,76.95251761223074
2024-03-03,Verduras,Zanahoria,9,2.59,23.31,8.6,Medio,0,1051,53,147.24199990401033
2024-03-03,Verduras,Zanahoria,8,2.61,20.88,3.1,Bajo,0,1023,56,135.04716147608377
2024-03-04,Verduras,Tomate,9,3.34,30.06,12.2,Bajo,1,1006,37,78.71152810334843
